round,probe_loss,probe_entropy,output_drift_vs_0,output_drift_vs_prev,delta_norm,theta_norm,applied_change,gross_drift,net_drift,drift_ratio,nan_count,inf_count,layer_drift_sum,delta_cosine,param_hash,hash_changed
0,3.2205093687749002,4.568333983421326,0.0,0.0,,,,,,,,,,,,
1,3.2205010686420983,4.568283200263977,0.003754316596314311,0.018374087754637003,1.4648929238319397,13.890587218105793,0.35157431941479445,0.35157431941479445,0.35157431941479445,0.9999999999971557,0,0,0.35157431941479445,,,
2,3.2204926388197213,4.568233370780945,0.007477154838852584,0.01837175851687789,1.4481428861618042,13.928159385919571,0.3475542841479182,0.6991286035627127,0.6984439985826612,0.9990207738925831,0,0,0.6984439985826612,0.9960876107215881,,
3,3.2204838847734063,4.568185448646545,0.01117415726184845,0.01835453836247325,1.4302638173103333,13.965571627020836,0.34326330525800586,1.0423919088207185,1.040624625980854,0.9983045888730446,0,0,1.040624625980854,0.9976540803909302,,
4,3.2204735744521913,4.56814032793045,0.014798515243455768,0.01831007143482566,1.401730716228485,14.002458781003952,0.33641535229980946,1.378807261120528,1.375014141201973,0.9972489846648547,0,0,1.375014141201973,0.9973487854003906,,
5,3.2204654688537517,4.568099796772003,0.018299552146345377,0.01823969790711999,1.371813952922821,14.038796588778496,0.3292353292927146,1.7080425904132426,1.7005204372107983,0.9955960388542653,0,0,1.7005204372107983,0.9967805743217468,,
6,3.2204546397742364,4.568062424659729,0.021646518958732486,0.01817861432209611,1.3501152992248535,14.074625179171562,0.32402767101302743,2.03207026142627,2.016526021063328,0.9923505399104534,0,0,2.016526021063328,0.9882006049156189,,
7,3.2204441349186586,4.568026781082153,0.024895804235711694,0.018123571295291185,1.330802857875824,14.110142350196838,0.3193926722742617,2.3514629337005317,2.325882602483034,0.9891215247955321,0,0,2.325882602483034,0.9970641732215881,,
8,3.2204322359001494,4.567997932434082,0.02801733510568738,0.018057153094559908,1.308427333831787,14.145279586315155,0.31402255967259407,2.665485493373126,2.627348218113184,0.9856921842734677,0,0,2.627348218113184,0.9961317777633667,,
9,3.2204211150190902,4.567968726158142,0.03105626767501235,0.01802824391052127,1.2947702407836914,14.180206060409546,0.31074485974386334,2.976230353116989,2.9238126054406166,0.98238787275909,0,0,2.9238126054406166,0.9973666667938232,,
10,3.220408405440737,4.5679450035095215,0.033965048380196095,0.018027117010205984,1.277510166168213,14.214717388153076,0.30660243378952146,3.2828327869065106,3.21311017498374,0.9787614488919947,0,0,3.21311017498374,0.9972478747367859,,
11,3.2203977384731908,4.567926049232483,0.036754132714122534,0.01800915552303195,1.2564293146133423,14.248633801937103,0.30154303228482604,3.5843758191913366,3.494919754564762,0.9750427775601579,0,0,3.494919754564762,0.9967561960220337,,
12,3.220385839454681,4.5679099559783936,0.0394336492754519,0.018016590736806393,1.2448658347129822,14.282183945178986,0.29876779997721314,3.8831436191685498,3.7704237550497055,0.9709720074314556,0,0,3.7704237550497055,0.9972387552261353,,
13,3.220375140064741,4.567899286746979,0.042004591785371304,0.018032316584140062,1.2323216795921326,14.315298438072205,0.2957571796141565,4.178900798782706,4.0390330627560616,0.9665300176380464,0,0,4.0390330627560616,0.9973397850990295,,
14,3.220361555081756,4.5678927302360535,0.04445521533489227,0.018060005269944668,1.2233690023422241,14.348120957612991,0.2936085546389222,4.4725093534216285,4.302256919443607,0.9619335767629565,0,0,4.302256919443607,0.9976726174354553,,
15,3.220351017803785,4.567890822887421,0.04680536314845085,0.018070319667458534,1.2151514291763306,14.380586862564087,0.2916363263502717,4.7641456797719,4.560523599386215,0.9572594764993855,0,0,4.560523599386215,0.9981160163879395,,
16,3.220337270708831,4.567894160747528,0.04928781045600772,0.01808415772393346,1.204769492149353,14.412518620491028,0.2891446785070002,5.0532903582789,4.813474752008915,0.9525426822390992,0,0,4.813474752008915,0.9975600242614746,,
17,3.2203296514462982,4.567901253700256,0.05176197923719883,0.018072403501719236,1.1988985538482666,14.444239735603333,0.2877356419339776,5.341026000212878,5.06291476637125,0.9479292492057723,0,0,5.06291476637125,0.9982775449752808,,
18,3.220316877023157,4.567910552024841,0.05423402786254883,0.01808837242424488,1.2028678953647614,14.476066827774048,0.2886882941238582,5.629714294336736,5.312101893126965,0.9435828561441882,0,0,5.312101893126965,0.998329222202301,,
19,3.220305107694223,4.56792026758194,0.05667548626661301,0.01809040317311883,1.2000341713428497,14.507783830165863,0.2880082046613097,5.917722498998046,5.559065327048302,0.9393927018356455,0,0,5.559065327048302,0.998721182346344,,
20,3.2202940840803453,4.5679322481155396,0.05913622211664915,0.018104121554642916,1.2012690901756287,14.539553880691528,0.28830457851290703,6.206027077510953,5.804847605526447,0.9353564741218722,0,0,5.804847605526447,0.9987786412239075,,
21,3.2202831577336486,4.567947804927826,0.06158277299255133,0.018098175525665283,1.2020383477210999,14.571292102336884,0.2884891973808408,6.494516274891794,6.050006866455078,0.931556194545828,0,0,6.050006866455078,0.9988990426063538,,
22,3.2202742091529712,4.567964255809784,0.06404971424490213,0.018098263535648584,1.2031273543834686,14.603038430213928,0.28875054651871324,6.783266821410507,6.294061549007893,0.9278805794783969,0,0,6.294061549007893,0.9990791082382202,,
23,3.2202638664093626,4.567981004714966,0.06653420627117157,0.018104786053299904,1.2093198001384735,14.634928345680237,0.2902367413043976,7.0735035627149045,6.538524530827999,0.9243685922902826,0,0,6.538524530827999,0.9990881681442261,,
24,3.220252777950697,4.56799852848053,0.06900595780462027,0.018107604701071978,1.207578867673874,14.666761934757233,0.2898189169354737,7.363322479650378,6.781559027731419,0.9209917189519176,0,0,6.781559027731419,0.9992030262947083,,
25,3.220242046138363,4.568017899990082,0.07147539500147104,0.018119898159056902,1.2104008793830872,14.698700606822968,0.2904961947351694,7.653818674385548,7.0247029066085815,0.9178036749311428,0,0,7.0247029066085815,0.999426543712616,,
26,3.220230665878154,4.568038165569305,0.07403424195945263,0.018155434634536505,1.228722482919693,14.731291830539703,0.29489337792620063,7.948712052311748,7.2709663808345795,0.914735158725372,0,0,7.2709663808345795,0.9969207644462585,,
27,3.220220323134545,4.5680601596832275,0.07666896190494299,0.018167351838201284,1.2302540242671967,14.763992965221405,0.29526093835011125,8.24397299066186,7.517489492893219,0.9118770162647964,0,0,7.517489492893219,0.9995280504226685,,
28,3.2202122175361056,4.568082332611084,0.07932850439101458,0.01816569361835718,1.2310922741889954,14.796747922897339,0.2954621254466474,8.539435116108507,7.763799205422401,0.9091701148681508,0,0,7.763799205422401,0.9994631409645081,,
29,3.220202523240372,4.568104922771454,0.08200696762651205,0.01816942961886525,1.2333885729312897,14.829641044139862,0.29601325979456306,8.83544837590307,8.010904386639595,0.9066777424094106,0,0,8.010904386639595,0.9996753931045532,,
30,3.220192699255063,4.568129539489746,0.08466621488332748,0.01816820725798607,1.234111875295639,14.862570822238922,0.2961868243291974,9.131635200232267,8.257696032524109,0.9042954357520947,0,0,8.257696032524109,0.9994442462921143,,
31,3.2201842045878983,4.568153381347656,0.08731149975210428,0.018154738936573267,1.231178194284439,14.89547073841095,0.2954827672801912,9.427117967512459,8.504968777298927,0.902181218757172,0,0,8.504968777298927,0.9992929697036743,,
32,3.220174315757802,4.568179070949554,0.08995222207158804,0.018159985076636076,1.2302313446998596,14.928402543067932,0.2952555073425174,9.722373474854976,8.75167778134346,0.900158567656043,0,0,8.75167778134346,0.9994299411773682,,
33,3.220167766434263,4.568203449249268,0.09259567223489285,0.01815831381827593,1.2350988984107971,14.961575388908386,0.29642374627292156,10.018797221127898,9.000474616885185,0.8983587967928779,0,0,9.000474616885185,0.999713122844696,,
34,3.2201579100265603,4.568229258060455,0.09524175804108381,0.01816814113408327,1.234906256198883,14.994774341583252,0.2963775033131242,10.315174724441022,9.249192759394646,0.896658855179495,0,0,9.249192759394646,0.9996762871742249,,
35,3.2201502907640274,4.56825578212738,0.0979094598442316,0.018168254755437374,1.2394176125526428,15.02816915512085,0.297460213303566,10.612634937744588,9.49932111799717,0.8950954380058119,0,0,9.49932111799717,0.9998008608818054,,
36,3.2201445844227257,4.568281412124634,0.10054287686944008,0.01815576059743762,1.2331295013427734,15.061312079429626,0.2959510679356754,10.908586005680263,9.748217955231667,0.8936280055137055,0,0,9.748217955231667,0.9993319511413574,,
37,3.220137581185674,4.568308472633362,0.10318847093731165,0.01816074550151825,1.2374723851680756,15.094659447669983,0.2969933832064271,11.20557938888669,9.998773783445358,0.8923031497470721,0,0,9.998773783445358,0.9998489618301392,,
38,3.220129248630478,4.568335056304932,0.10583322588354349,0.01816460443660617,1.238946110010147,15.12808096408844,0.2973470510914922,11.502926439978182,10.250019878149033,0.8910793206956805,0,0,10.250019878149033,0.99982088804245,,
39,3.220121856324701,4.568362593650818,0.10849322564899921,0.018169733230024576,1.2398981153964996,15.161611080169678,0.2975755464285612,11.800501986406744,10.50195698440075,0.8899584946892338,0,0,10.50195698440075,0.9998001456260681,,
40,3.220115404268343,4.568390429019928,0.1111661959439516,0.018168343231081963,1.2419190108776093,15.195231080055237,0.29806055407971144,12.098562540486455,10.754663601517677,0.88892077596223,0,0,10.754663601517677,0.9998236298561096,,
41,3.220108725255229,4.568417608737946,0.11383877694606781,0.01816791156306863,1.244066298007965,15.229012966156006,0.29857591120526195,12.397138451691717,11.0086510181427,0.8879993605814387,0,0,11.0086510181427,0.999746561050415,,
42,3.2201031810258964,4.568446099758148,0.11650900915265083,0.018181296065449715,1.2435376048088074,15.262786626815796,0.2984490152448416,12.695587466936558,11.262875139713287,0.8871487963077402,0,0,11.262875139713287,0.9998371005058289,,
43,3.2200978313309263,4.568474054336548,0.11919531971216202,0.01819022512063384,1.2491072118282318,15.296827554702759,0.2997857262380421,12.9953731931746,11.519052669405937,0.8863964503501185,0,0,11.519052669405937,0.9998359084129333,,
44,3.2200916062313247,4.568501710891724,0.12188979797065258,0.018184031825512648,1.2528087496757507,15.331042289733887,0.3006740999408066,13.296047293115407,11.776868745684624,0.8857420920713566,0,0,11.776868745684624,0.9999122023582458,,
45,3.22008742374253,4.568529784679413,0.12461048364639282,0.018186856992542744,1.252398669719696,15.365263104438782,0.30057568196207285,13.59662297507748,12.034805417060852,0.8851319507145036,0,0,12.034805417060852,0.9997704029083252,,
46,3.2200820740475598,4.568560302257538,0.1274159848690033,0.018218061421066523,1.267257034778595,15.400154709815979,0.30414168164134026,13.90076465671882,12.296648040413857,0.8846022750604218,0,0,12.296648040413857,0.9986972212791443,,
47,3.220077210688496,4.568590819835663,0.130233870819211,0.018224709667265415,1.2701265215873718,15.435200095176697,0.3048303406685591,14.20559499738738,12.560062691569328,0.8841630846070458,0,0,12.560062691569328,0.9999057650566101,,
48,3.220070499252988,4.568622469902039,0.13304247334599495,0.01822350174188614,1.2699105739593506,15.470303654670715,0.30477852700278163,14.510373524390161,12.823857307434082,0.8837716882944374,0,0,12.823857307434082,0.9998896718025208,,
49,3.2200672570136124,4.568652987480164,0.1358516439795494,0.018220411147922277,1.2708369493484497,15.505480170249939,0.3050008681602776,14.815374392550439,13.08854229748249,0.8834432361063296,0,0,13.08854229748249,0.9999194741249084,,
50,3.2200625233441236,4.568684637546539,0.13867677561938763,0.018233416602015495,1.2727156281471252,15.540748000144958,0.3054517349228263,15.120826127473265,13.354015156626701,0.8831538068123606,0,0,13.354015156626701,0.9999023675918579,d63adc6ff5802801674ab8ba070d2a2cf7671c5020fe61074a75d9e75b16a079,True
51,3.2200600268198043,4.5687161684036255,0.14148597419261932,0.018223597202450037,1.2687744498252869,15.575931549072266,0.3045058739371598,15.425332001410425,13.619207441806793,0.8829117869593102,0,0,13.619207441806793,0.9997507929801941,,
52,3.220055617374253,4.5687485337257385,0.1442926526069641,0.018224104307591915,1.270035445690155,15.611186623573303,0.3048085090704262,15.730140510480851,13.88499467074871,0.8826999772504499,0,0,13.88499467074871,0.9999029636383057,,
53,3.2200520833333335,4.5687801241874695,0.14710772968828678,0.01823037164285779,1.2717114686965942,15.646577715873718,0.30521076079458,16.03535127127543,14.151883974671364,0.8825428102732708,0,0,14.151883974671364,0.9999496936798096,,
54,3.220047835999751,4.568813145160675,0.1499287560582161,0.018228366039693356,1.273338794708252,15.682093501091003,0.3056013025343418,16.340952573809773,14.419946119189262,0.8824421987675152,0,0,14.419946119189262,0.9999589323997498,,
