round,delta_norm,theta_norm,relative_delta,applied_change,cumulative_drift,logits_diff,pred_change,entropy,entropy_before,loss_before,loss_after,loss,nan_count,inf_count,parameter_changed,hidden_mean,hidden_std,modulation_strength
104,1.2011549472808838,17.056770086288452,0.07042100826852704,0.2882771799340844,28.188546001911163,0.0013398706214502454,0.0,5.1948113441467285,5.194797515869141,4.2641682624816895,4.264155387878418,4.264155387878418,0,0,True,0.3903159499168396,8.137630462646484,0.05000000074505806
105,1.2012794017791748,17.091227293014526,0.07028631596691468,0.2883070632815361,28.464962482452393,0.0016848435625433922,0.0,4.743995666503906,4.743973731994629,3.918409585952759,3.9184138774871826,3.9184138774871826,0,0,True,0.4042629599571228,8.427138328552246,0.05000000074505806
106,1.2032168507575989,17.125762701034546,0.07025770891271979,0.2887720465660095,28.74180907011032,0.0072412206791341305,0.0,2.99882173538208,2.998809814453125,2.6822047233581543,2.6822566986083984,2.6822566986083984,0,0,True,0.30668967962265015,6.239833354949951,0.05000000074505806
107,1.203702449798584,17.160366535186768,0.07014433213477297,0.28888858668506145,29.01879358291626,0.00760270282626152,0.0,2.705768585205078,2.7057673931121826,2.615807056427002,2.6158628463745117,2.6158628463745117,0,0,True,0.2624838054180145,5.300401210784912,0.05000000074505806
108,1.203542172908783,17.195027589797974,0.0699936168536804,0.28885011887177825,29.29590380191803,0.007406310644000769,0.0,3.0258424282073975,3.025820732116699,2.6586952209472656,2.658755302429199,2.658755302429199,0,0,True,0.2764929533004761,5.536526679992676,0.05000000074505806
109,1.2029809951782227,17.22976279258728,0.06981993946520136,0.2887154486961663,29.573118209838867,0.007576489821076393,0.0,2.915055274963379,2.915036678314209,2.8872532844543457,2.887319326400757,2.887319326400757,0,0,True,0.3226253390312195,6.530603885650635,0.05000000074505806
110,1.202498972415924,17.264529705047607,0.06965141784686733,0.28859976632520556,29.850229740142822,0.006735143717378378,0.0,3.009453296661377,3.0094542503356934,2.944969654083252,2.9450321197509766,2.9450321197509766,0,0,True,0.31669721007347107,6.4717020988464355,0.05000000074505806
111,1.202037751674652,17.2993905544281,0.06948439876495928,0.2884890642017126,30.127514362335205,0.0037013136316090822,0.0,4.3734893798828125,4.3734893798828125,3.5971949100494385,3.5972189903259277,3.5972189903259277,0,0,True,0.335371196269989,6.9625420570373535,0.05000000074505806
112,1.2014352679252625,17.334269046783447,0.06930983156444091,0.2883444717153907,30.40464049577713,0.002274865983054042,0.0,4.7563018798828125,4.756294250488281,3.5741124153137207,3.5741589069366455,3.5741589069366455,0,0,True,0.34789401292800903,7.2180986404418945,0.05000000074505806
113,1.2015212774276733,17.369219541549683,0.06917531755260856,0.2883651074953377,30.6818864941597,0.004496925510466099,0.0,4.373741149902344,4.3737382888793945,3.6033735275268555,3.6033802032470703,3.6033802032470703,0,0,True,0.3380044102668762,7.173767566680908,0.05000000074505806
114,1.2014735341072083,17.404255628585815,0.06903331919199317,0.2883536331355572,30.959335267543793,0.0036870248150080442,0.0006510416860692203,4.233860969543457,4.233864784240723,3.2455036640167236,3.2455458641052246,3.2455458641052246,0,0,True,0.3386479318141937,7.157548904418945,0.05000000074505806
115,1.201172947883606,17.439348697662354,0.06887716787523243,0.2882814761251211,31.23689031600952,0.003823500592261553,0.0,4.49165153503418,4.491633415222168,3.774465322494507,3.774524211883545,3.774524211883545,0,0,True,0.3499360680580139,7.175595283508301,0.05000000074505806
116,1.2003797888755798,17.47449517250061,0.06869324561459161,0.28809115709736943,31.514366626739502,0.0017188175115734339,0.0,4.4947285652160645,4.494775295257568,4.630343437194824,4.6303911209106445,4.6303911209106445,0,0,True,0.37465590238571167,8.141016006469727,0.05000000074505806
117,1.2003863453865051,17.50971531867981,0.06855544613600327,0.28809272591024637,31.792007446289062,0.00171651819255203,0.0,4.081446647644043,4.0814127922058105,4.522602558135986,4.5226545333862305,4.5226545333862305,0,0,True,0.3751092553138733,8.020870208740234,0.05000000074505806
118,1.2000779509544373,17.544983386993408,0.06840006197122357,0.288018717430532,32.069620847702026,0.0019017721060663462,0.0,4.390058517456055,4.390016555786133,5.043724536895752,5.043729305267334,5.043729305267334,0,0,True,0.37995824217796326,8.144134521484375,0.05000000074505806
119,1.2001340985298157,17.580320119857788,0.06826577049494158,0.2880321997217834,32.34736466407776,0.0019773771055042744,0.0,3.9655845165252686,3.965545892715454,4.784389495849609,4.784406661987305,4.784406661987305,0,0,True,0.36259979009628296,7.810161113739014,0.05000000074505806
120,1.2000447511672974,17.61571764945984,0.06812352326753461,0.2880107471719384,32.62517726421356,0.0015893063973635435,0.0,4.319509506225586,4.31946325302124,4.9193434715271,4.919425010681152,4.919425010681152,0,0,True,0.369330495595932,7.937620639801025,0.05000000074505806
121,1.1998599171638489,17.65117621421814,0.06797620184638765,0.2879663617350161,32.903025567531586,0.0014841154916211963,0.0,4.641025543212891,4.640999794006348,3.892378091812134,3.892388105392456,3.892388105392456,0,0,True,0.39612507820129395,8.284204483032227,0.05000000074505806
122,1.199922263622284,17.68670678138733,0.06784317049259993,0.28798134345561266,33.18104553222656,0.0017755129374563694,0.0006510416860692203,4.846187591552734,4.846159934997559,4.210494518280029,4.210497856140137,4.210497856140137,0,0,True,0.3678242564201355,7.6450910568237305,0.05000000074505806
123,1.1993871927261353,17.722278356552124,0.06767680591602425,0.2878529434092343,33.45898365974426,0.0015422602882608771,0.0,4.733682632446289,4.733654975891113,3.8299551010131836,3.8299524784088135,3.8299524784088135,0,0,True,0.39981016516685486,8.367865562438965,0.05000000074505806
124,1.1998202800750732,17.757932662963867,0.06756531308272337,0.2879568748176098,33.737168312072754,0.001580016571097076,0.0006510416860692203,5.30640983581543,5.306403160095215,4.397753715515137,4.39776611328125,4.39776611328125,0,0,True,0.38965582847595215,8.04006576538086,0.05000000074505806
125,1.1995400190353394,17.7936372756958,0.06741398627214809,0.2878895956091583,34.015372931957245,0.0015992412809282541,0.0,5.234834671020508,5.234829902648926,4.488057613372803,4.488043308258057,4.488043308258057,0,0,True,0.3938947319984436,8.06063461303711,0.05000000074505806
126,1.2013441920280457,17.82940936088562,0.06737992087744474,0.28832259587943554,34.293929278850555,0.0070198895409703255,0.0,2.9948153495788574,2.994828701019287,2.75209379196167,2.752166986465454,2.752166986465454,0,0,True,0.3103044033050537,6.208085536956787,0.05000000074505806
127,1.201817810535431,17.865252017974854,0.06727124864100657,0.2884362689219415,34.57260900735855,0.007781284861266613,0.0,2.9011082649230957,2.9011142253875732,2.588878631591797,2.5889480113983154,2.5889480113983154,0,0,True,0.26353999972343445,5.361237049102783,0.05000000074505806
128,1.2011884450912476,17.901159524917603,0.06710115305208289,0.28828521724790335,34.851343274116516,0.00756523571908474,0.0,2.8326377868652344,2.8326213359832764,2.636788845062256,2.636843204498291,2.636843204498291,0,0,True,0.29408514499664307,6.073264122009277,0.05000000074505806
129,1.2013570666313171,17.93710446357727,0.0669760868634494,0.28832569997757673,35.130080223083496,0.00974357035011053,0.0,2.915618896484375,2.915600299835205,2.5555739402770996,2.5556418895721436,2.5556418895721436,0,0,True,0.28220897912979126,5.705507278442383,0.05000000074505806
130,1.2011981010437012,17.973094940185547,0.0668331250149898,0.2882875306531787,35.40881848335266,0.008183596655726433,0.0,2.8247058391571045,2.8246922492980957,2.5519886016845703,2.552028179168701,2.552028179168701,0,0,True,0.30169904232025146,6.152411937713623,0.05000000074505806
131,1.2003120183944702,18.009174823760986,0.06665002867376243,0.28807487105950713,35.68764644861221,0.0037097460590302944,0.0,4.709572792053223,4.709589004516602,3.3102059364318848,3.3102312088012695,3.3102312088012695,0,0,True,0.31673240661621094,6.683653354644775,0.05000000074505806
132,1.2001684308052063,18.045313835144043,0.0665085928551614,0.2880404177121818,35.96652603149414,0.003526062937453389,0.0,4.57905912399292,4.579051494598389,3.8463525772094727,3.8464062213897705,3.8464062213897705,0,0,True,0.3361220359802246,7.1527509689331055,0.05000000074505806
133,1.199802815914154,18.081493616104126,0.06635529350548564,0.28795267874374986,36.245358884334564,0.0034813620150089264,0.0,4.296491622924805,4.29649543762207,3.6062328815460205,3.6062493324279785,3.6062493324279785,0,0,True,0.3380032777786255,7.086919784545898,0.05000000074505806
134,1.1996619701385498,18.117737531661987,0.0662147780892652,0.2879188768565655,36.52429682016373,0.0036378735676407814,0.0,4.431889533996582,4.431888103485107,3.676412582397461,3.676445484161377,3.676445484161377,0,0,True,0.3434779644012451,7.21501350402832,0.05000000074505806
135,1.1997466087341309,18.154045343399048,0.06608701179488725,0.28793918062001467,36.803342282772064,0.0041976552456617355,0.0,4.054970741271973,4.054978847503662,3.4307353496551514,3.43076491355896,3.43076491355896,0,0,True,0.33334144949913025,6.93372106552124,0.05000000074505806
136,1.198771059513092,18.190393209457397,0.06590132745947663,0.2877050549723208,37.082238137722015,0.002286965027451515,0.0,4.3025221824646,4.302532196044922,5.012296676635742,5.012299537658691,5.012299537658691,0,0,True,0.3740902841091156,8.1785888671875,0.05000000074505806
137,1.1990139484405518,18.22680950164795,0.0657829856800854,0.2877633483149111,37.36129939556122,0.0018909453647211194,0.0,4.803529262542725,4.803663730621338,4.834342956542969,4.834414958953857,4.834414958953857,0,0,True,0.36618107557296753,7.855581283569336,0.05000000074505806
138,1.1989101767539978,18.26328444480896,0.06564592367693033,0.2877384456805885,37.64037847518921,0.0018320617964491248,0.0,4.382118225097656,4.382040500640869,4.961691379547119,4.961719512939453,4.961719512939453,0,0,True,0.3679952323436737,7.935971260070801,0.05000000074505806
139,1.1986943483352661,18.29982018470764,0.06550306703761835,0.2876866478472948,37.91956043243408,0.001895285677164793,0.0,3.9719700813293457,3.9720640182495117,4.607170104980469,4.607211112976074,4.607211112976074,0,0,True,0.35837385058403015,7.663707733154297,0.05000000074505806
140,1.198794424533844,18.336421966552734,0.0653777725403872,0.2877106498926878,38.1988320350647,0.0016110044671222568,0.0,4.450981140136719,4.450957775115967,4.500576019287109,4.500594139099121,4.500594139099121,0,0,True,0.3630453944206238,7.757476806640625,0.05000000074505806
141,1.1985731720924377,18.373074531555176,0.06523530778879312,0.2876575696282089,38.47808355093002,0.001920201350003481,0.0,4.583989143371582,4.583962917327881,3.9060139656066895,3.9060115814208984,3.9060115814208984,0,0,True,0.4026723802089691,8.383565902709961,0.05000000074505806
142,1.1984423995018005,18.40978217124939,0.06509813035014676,0.2876261891797185,38.75737512111664,0.001390117802657187,0.0,5.40787410736084,5.407853603363037,4.082359313964844,4.0823798179626465,4.0823798179626465,0,0,True,0.3978470265865326,8.291128158569336,0.05000000074505806
143,1.1982257962226868,18.44653558731079,0.06495668471465914,0.2875741911120713,39.03666806221008,0.0016187160508707166,0.0,4.88485860824585,4.884844779968262,4.029012680053711,4.02900505065918,4.02900505065918,0,0,True,0.40326768159866333,8.289636611938477,0.05000000074505806
144,1.1981544494628906,18.48334312438965,0.06482347059184704,0.2875570603646338,39.315988540649414,0.001410691998898983,0.0,5.014857769012451,5.014830589294434,3.9719748497009277,3.9719765186309814,3.9719765186309814,0,0,True,0.417725145816803,8.732291221618652,0.05000000074505806
145,1.1981397867202759,18.520214080810547,0.06469362511104616,0.2875535450875759,39.59541320800781,0.0017571842763572931,0.0,4.742541790008545,4.742507457733154,4.132432460784912,4.13245964050293,4.13245964050293,0,0,True,0.3907324969768524,8.13438606262207,0.05000000074505806
146,1.200046956539154,18.557167530059814,0.06466757141655691,0.28801127802580595,39.87524777650833,0.006376410834491253,0.0,3.2998385429382324,3.299832820892334,2.640460968017578,2.6405205726623535,2.6405205726623535,0,0,True,0.29108795523643494,5.8352508544921875,0.05000000074505806
147,1.1995344161987305,18.594173908233643,0.06451130456876965,0.28788826894015074,40.155067920684814,0.008348489180207253,0.0,2.886929988861084,2.886915683746338,2.8418827056884766,2.841949224472046,2.841949224472046,0,0,True,0.32537418603897095,6.549952030181885,0.05000000074505806
148,1.1996797919273376,18.631246089935303,0.06439074370744376,0.2879231316037476,40.43498170375824,0.008839825168251991,0.0,2.6804919242858887,2.6804680824279785,2.6155827045440674,2.615645170211792,2.615645170211792,0,0,True,0.297863245010376,6.100111961364746,0.05000000074505806
149,1.1996146440505981,18.66836452484131,0.0642592254106842,0.28790754126384854,40.71492063999176,0.008258373476564884,0.0,3.0922627449035645,3.0922534465789795,2.7230005264282227,2.723069429397583,2.723069429397583,0,0,True,0.3184168040752411,6.495711803436279,0.05000000074505806
150,1.1998069882392883,18.70551824569702,0.0641418736695675,0.28795367013663054,40.994837045669556,0.008685873821377754,0.0,2.8903861045837402,2.8903675079345703,2.692683458328247,2.6927337646484375,2.6927337646484375,0,0,True,0.29903897643089294,6.051609516143799,0.05000000074505806
